id_jogo_cbf,source,quantity,price,amount
24244b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA B PROMOCIONAL FEM. - INTEIRA,4622,10.0,46220.0
24244b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA SÓCIO PROPRIETÁRIO B - INTEIRA,175,15.0,2625.0
24244b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA SOCIO TORCEDOR - INTEIRA,5596,15.0,83940.0
24244b_2025,GRATUIDADE - INTEIRA,4835,0.0,0.0
24245b_2025,MENORES TODOS - ΜΕΙΑ,557,0.0,0.0
24245b_2025,SETOR A CADEIRA - COBERTA - INTEIRA,80,120.0,9600.0
24245b_2025,SETOR A CADEIRA - COBERTA - MΕΙΑ,153,60.0,9180.0
24245b_2025,SETOR A CADEIRA - NAÇÃO SETOR A - INTEIRA,10,84.0,840.0
24245b_2025,SETOR B ARQUIBANCADA DESCOBERTA - INTEIRA,86,80.0,6880.0
24245b_2025,SETOR B ARQUIBANCADA - DESCOBERTA - MΕΙΑ,124,40.0,4960.0
24245b_2025,SETOR B ARQUIBANCADA - DESCOBERTA NAÇÃO - INTEIRA,16,32.0,512.0
24245b_2025,SETOR C CADEIRA COBERTA - INTEIRA,187,100.0,18700.0
24245b_2025,SETOR C CADEIRA COBERTA - MΕΙΑ,326,50.0,16300.0
24245b_2025,SETOR C CADEIRA - PROMO SETOR CDE-INTEIRA,7,70.0,490.0
24245b_2025,SETOR F/G ARQUIBANCADA - DESCOBERTA - INTEIRA,11,80.0,880.0
24245b_2025,SETOR F/G ARQUIBANCADA - DESCOBERTA - MEΕΙΑ,11,40.0,440.0
24245b_2025,SETOR F/G ARQUIBANCADA DESCOBERTA VISA - INTEIRA,2,20.0,40.0
24245b_2025,SETOR H ARQUIBANCADA - PROMOÇÃO INTEIRA,16,80.0,1280.0
24245b_2025,SETOR H ARQUIBANCADA - SÓCIO - INTEIRA,18,40.0,720.0
24245b_2025,SETOR VIP CADEIRA - - INTEIRA,13,150.0,1950.0
24245b_2025,SETOR VIP CADEIRA -ΜΕΙΑ,3,75.0,225.0
24245b_2025,SETOR VIP CADEIRA - VIP - INTEIRA,1,105.0,105.0
24245b_2025,SÓCIOS TODOS INTEIRA,5520,20.0,110400.0
24245b_2025,GRATUIDADE - INTEIRA,178,0.0,0.0
24246b_2025,SETOR ARQUIBANCADA - INTEIRA,235,100.0,23500.0
24246b_2025,SETOR ARQUIBANCADA - ΜΕΙΑ,195,50.0,9750.0
24246b_2025,SETOR ARQUIBANCADA - MENORES - INTEIRA,474,0.0,0.0
24246b_2025,SÓCIOS + CREDENCIAIS CADEIRA - - INTEIRA,6774,20.0,135480.0
24246b_2025,GRATUIDADE - INTEIRA,654,0.0,0.0
24247b_2025,ARQUIBANCADA LESTE / OESTE ARQUIBANCADA - ARQUIBANCADA LESTE / OESTE - MEIA,159,20.0,3180.0
24247b_2025,ARQUIBANCADA LESTE / OESTE ARQUIBANCADA - ARQUIBANCADA LESTE / OESTE - INTEIRA,67,40.0,2680.0
24247b_2025,ARQUIBANCADA OESTE ARQUIBANCADA ARQUIBANCADA OESTE - INTEIRA,21,60.0,1260.0
24247b_2025,ARQUIBANCADA OESTE ARQUIBANCADA ARQUIBANCADA OESTE - ΜΕΙΑ,63,30.0,1890.0
24247b_2025,CORTESIA ARQUIBANCADA CORTESIA - PACOTE,623,,0.0
24247b_2025,SOCIO TORCEDOR ARQUIBANCADA SOCIO TORCEDOR - PACOTE,69,,0.0
24248b_2025,CADEIRA VISITANTE - VIP MINAS - ΜΕΙΑ,78,20.0,1560.0
24248b_2025,CADEIRA VISITANTE - VIP MINAS - INTEIRA,18,40.0,720.0
24248b_2025,CADEIRA VISITANTE - VISITANTE - INTEIRA,4,30.0,120.0
24248b_2025,CADEIRA VISITANTE - VISITANTE - ΜΕΙΑ,18,15.0,270.0
24248b_2025,"SETOR ASSENTO - CONVENIOS, AUTORIDADES E SERVIÇOS - INTEIRA",141,0.0,0.0
24248b_2025,GRATUIDADE - INTEIRA,69,0.0,0.0
24248b_2025,ALUGUEL DE CAMPO,,,50000.0
24248b_2025,SEGURO TORCEDOR,,,10.5
24248b_2025,3% - ISS [RENDA BRUTA] CLUBE,,,80.1
24248b_2025,4% - FEDERAÇÃO LOCAL,,,106.8
24249b_2025,ARQUIBANCADA COBERTA - Sócio,23,25.0,575.0
24249b_2025,ARQUIBANCADA GERAL - GERAIS LOCAL - Inteira,28,20.0,560.0
24249b_2025,ARQUIBANCADA GERAL - GERAIS LOCAL - Meia,60,10.0,600.0
24249b_2025,ARQUIBANCADA GERAL - GERAIS LOCAL - Sócio,160,10.0,1600.0
24249b_2025,ARQUIBANCADA GERAL - GERAIS LOCAL - Lei n. 4046/14 - Novorizonte,100,0.0,0.0
24249b_2025,ARQUIBANCADA GERAL - GERAL CENTRAL - Inteira,39,20.0,780.0
24249b_2025,ARQUIBANCADA GERAL - GERAL CENTRAL - Meia,55,10.0,550.0
24249b_2025,ARQUIBANCADA INFERIOR - Inteira,16,40.0,640.0
24249b_2025,ARQUIBANCADA INFERIOR - Meia,62,20.0,1240.0
24249b_2025,ARQUIBANCADA INFERIOR - Sócio,48,20.0,960.0
24249b_2025,ARQUIBANCADA INFERIOR - Lei n. 4046/14 - Novorizonte,41,0.0,0.0
24249b_2025,CAMAROTES - Carnê de Relacionamento,5,20.0,100.0
24249b_2025,CATIVAS SÓCIOS - Sócio,146,20.0,2920.0
24249b_2025,SETOR B* - Inteira,16,40.0,640.0
24249b_2025,SETOR B* - Meia,18,20.0,360.0
2424b_2025,LATERAL CADEIRA - CADEIRA B PROMOCIONAL - INTEIRA,434,100.0,43400.0
2424b_2025,LATERAL CADEIRA - CADEIRA MEIΑ - ΜΕΙΑ,5,50.0,250.0
2424b_2025,LATERAL CADEIRA - CADEIRA SÓCIO PROPRIETÁRIO B - INTEIRA,100,50.0,5000.0
2424b_2025,LATERAL CADEIRA CADEIRA VISITANTE - MEΙΑ,8,50.0,400.0
2424b_2025,LATERAL CADEIRA CADEIRA VISITANTE - INTEIRA,11,100.0,1100.0
2424b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA - MΕΙΑ,148,20.0,2960.0
2424b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA B - INTEIRA,1064,50.0,53200.0
2424b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA B PROMOCIONAL - INTEIRA,3015,40.0,120600.0
2424b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA SETOR B FEMININO - INTEIRA,1976,25.0,49400.0
2424b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA SÓCIO PROPRIETÁRIO B - INTEIRA,223,20.0,4460.0
2424b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA SOCIO TORCEDOR - INTEIRA,4676,20.0,93520.0
2424b_2025,GRATUIDADE - INTEIRA,4421,0.0,0.0
24250b_2025,ARQUIBANCADA - Inteira,62,60.0,3720.0
24250b_2025,ARQUIBANCADA - Meia,84,30.0,2520.0
24250b_2025,ARQUIBANCADA - Carnê de Relacionamento,75,20.0,1500.0
24250b_2025,ARQUIBANCADA - Sócio,5,20.0,100.0
24250b_2025,ARQUIBANCADA - Lei n. 13953 - Ribeirão Preto,112,0.0,0.0
24250b_2025,ARQUIBANCADA - Sócio - Carteirinha,555,20.0,11100.0
24250b_2025,ARQUIBANCADA COBERTA - CATIVA - Meia,6,30.0,180.0
24250b_2025,ARQUIBANCADA COBERTA - CATIVA - Carnê de Relacionamento,18,20.0,360.0
24250b_2025,ARQUIBANCADA COBERTA - CATIVA - Sócio,26,20.0,520.0
24250b_2025,ARQUIBANCADA COBERTA - CATIVA - Lei n. 13953 - Ribeirão Preto,20,0.0,0.0
24250b_2025,ARQUIBANCADA COBERTA - CATIVA - Sócio - Carteirinha,128,20.0,2560.0
24250b_2025,BRONZE - VISITANTE - Inteira,6,150.0,900.0
24250b_2025,BRONZE - VISITANTE - Meia,44,75.0,3300.0
24250b_2025,BRONZE - VISITANTE - Lei n. 13953 - Ribeirão Preto,2,0.0,0.0
24250b_2025,JOHNNIE WALKER - Carnê de Relacionamento,27,20.0,540.0
24250b_2025,JOHNNIE WALKER - Sócio - Carteirinha,41,20.0,820.0
24250b_2025,OURO - Inteira,8,150.0,1200.0
24250b_2025,OURO - Meia,6,75.0,450.0
24250b_2025,OURO - Carnê de Relacionamento,165,20.0,3300.0
24250b_2025,OURO - Sócio,2,20.0,40.0
24250b_2025,OURO - Lei n. 13953 - Ribeirão Preto,51,0.0,0.0
24250b_2025,OURO - Sócio - Carteirinha,294,20.0,5880.0
24250b_2025,SUÍTES - Carnê de Relacionamento,103,20.0,2060.0
2425b_2025,MENORES TODOS,424,0.0,0.0
2425b_2025,SETOR A CADEIRA - COBERTA - INTEIRA,44,120.0,5280.0
2425b_2025,SETOR A CADEIRA - COBERTA - ΜΕΙΑ,77,60.0,4620.0
2425b_2025,SETOR A CADEIRA - COBERTA NAÇÃO - INTEIRA,5,84.0,420.0
2425b_2025,SETOR B ARQUIBANCADA DESCOBERTA - INTEIRA,77,80.0,6160.0
2425b_2025,SETOR B ARQUIBANCADA - DESCOBERTA - MΕΙΑ,108,40.0,4320.0
2425b_2025,SETOR B ARQUIBANCADA - DESCOBERTA NAÇÃO - INTEIRA,9,32.0,288.0
2425b_2025,SETOR C CADEIRA COBERTA - INTEIRA,130,100.0,13000.0
2425b_2025,SETOR C CADEIRA COBERTA - ΜΕΙΑ,214,50.0,10700.0
2425b_2025,SETOR C CADEIRA - PROMO SETOR CDE-INTEIRA,9,70.0,630.0
2425b_2025,SETOR E CADEIRA - COBERTA NAÇÃO - INTEIRA,10,80.0,800.0
2425b_2025,SETOR F/G ARQUIBANCADA - DESCOBERTA - ΜΕΙΑ,5,40.0,200.0
2425b_2025,SETOR H ARQUIBANCADA - PROMOÇÃO INTEIRA,3,20.0,60.0
2425b_2025,SETOR H ARQUIBANCADA SÓCIO INTEIRA,5,40.0,200.0
2425b_2025,SETOR VIP CADEIRA - - INTEIRA,2,150.0,300.0
2425b_2025,SETOR VIP CADEIRA - ΜΕΙΑ,8,75.0,600.0
2425b_2025,SÓCIOS TODOS INTEIRA,4739,20.0,94780.0
2425b_2025,GRATUIDADE - INTEIRA,260,0.0,0.0
2426b_2025,SETOR ARQUIBANCADA - INTEIRA,44,100.0,4400.0
2426b_2025,SETOR ARQUIBANCADA - ΜΕΙΑ,68,50.0,3400.0
2426b_2025,SETOR ARQUIBANCADA - MENORES - INTEIRA,306,0.0,0.0
2426b_2025,SÓCIOS + CREDENCIAIS CADEIRA - - INTEIRA,6225,20.0,124500.0
2426b_2025,GRATUIDADE - INTEIRA,512,0.0,0.0
2427b_2025,ALTA ARQUIBANCADA - ARQUIBANCADA - INTEIRA - INTEIRA,2,60.0,120.0
2427b_2025,ALTA ARQUIBANCADA - ARQUIBANCADA - MEIA/IDOSO - ΜΕΙΑ,519,30.0,15570.0
2427b_2025,ALTA ARQUIBANCADA - ARQUIBANCADA ALTA A2 - INTEIRA,1,80.0,80.0
2427b_2025,ALTA ARQUIBANCADA - ARQUIBANCADA ALTΑ Α2 - ΜΕΙΑ,99,2.0,198.0
2427b_2025,ALTA ARQUIBANCADA ARQUIBANCADA ALTA SÓCIO A2 - ΜΕΙΑ,239,40.0,9560.0
2427b_2025,ALTA ARQUIBANCADA ARQUIBANCADA ALTA VISITANTE - INTEIRA - INTEIRA,1334,2.0,2668.0
2427b_2025,ALTA ARQUIBANCADA ARQUIBANCADA ALTA VISITANTE - MEIA/IDOSO - ΜΕΙΑ,2,60.0,120.0
2427b_2025,BAIXA ARQUIBANCADA - ARQUIBANCADA BAIXA - INTEIRA - INTEIRA,7,30.0,210.0
2427b_2025,BAIXA ARQUIBANCADA - ARQUIBANCADA BAIXA - MEIA/IDOSO - MEIA,15,30.0,450.0
2427b_2025,BAIXA ARQUIBANCADA ARQUIBANCADA BAIXA - SÓCIO - MEIA,433,15.0,6495.0
2427b_2025,SETOR CADEIRA CADEIRA - MEIA/IDOSO - MΕΙΑ,268,2.0,536.0
2427b_2025,SETOR CADEIRA - CADEIRA - SÓCIO - MΕΙΑ,30,150.0,4500.0
2427b_2025,GRATUIDADE - INTEIRA,312,2.0,624.0
2428b_2025,ARENA VIP ASSENTO - SOCIO VIP - INTEIRA,15,100.0,1500.0
2428b_2025,ARENA VIP ASSENTO - SOCIO VIP - ΜΕΙΑ,33,50.0,1650.0
2428b_2025,CADEIRA VISITANTE CADEIRA VISITANTE PORTAO 10 - INTEIRA,43,30.0,1290.0
2428b_2025,CADEIRA VISITANTE CADEIRA VISITANTE PORTAO 10 - ΜΕΙΑ,2,15.0,30.0
2428b_2025,ONDA VERDE SOCIAIS SOCIO ONDA VERDE PORTAO 03 - INTEIRA,605,20.0,12100.0
2428b_2025,ONDA VERDE SOCIAIS SOCIO ONDA VERDE PORTAO 04 - INTEIRA,140,50.0,7000.0
2428b_2025,PITANGUI ASSENTO ESPECIAL - CONVENIOS/SERVIÇOS/AUTORIDADES - MEIA,1071,,0.0
2428b_2025,PITANGUI ASSENTO ESPECIAL - ESPECIAL PITANAGUI/PORTAO 03 - ΜΕΙΑ,23,28.0,644.0
2428b_2025,PITANGUI ASSENTO ESPECIAL - ESPECIAL PITANAGUI / PORTAO 03 - INTEIRA,253,40.0,10120.0
2428b_2025,PITANGUI ASSENTO ESPECIAL ESPECIAL PITANAGUI / PORTAO 03 - ΜΕΙΑ,550,20.0,11000.0
2428b_2025,GRATUIDADE - INTEIRA,9,,0.0
2429b_2025,ARQUIBANCADA 03 - VISITANTE - Inteira,67,40.0,2680.0
2429b_2025,ARQUIBANCADA 03 - VISITANTE - Meia,144,20.0,2880.0
2429b_2025,ARQUIBANCADA 04 - Inteira,141,40.0,5640.0
2429b_2025,ARQUIBANCADA 04 - Meia,349,20.0,6980.0
2429b_2025,ARQUIBANCADA 04 - Sócio,825,10.0,8250.0
42410b_2025,ARQUIBANCADA - ESTUDANTE - ΜΕΙΑ,172,10.0,1720.0
42410b_2025,ARQUIBANCADA CRIANÇA - MEIΑ,68,30.0,2040.0
42410b_2025,ARQUIBANCADA IDOSO - MEIΑ,79,30.0,2370.0
42410b_2025,ARQUIBANCADA INFERIOR - INTEIRA,191,60.0,11460.0
42410b_2025,ARQUIBANCADA INFERIOR FEMININO - INTEIRA,42,30.0,1260.0
42410b_2025,ARQUIBANCADA SÓCIOS - INTEIRA,1809,5.0,9045.0
42410b_2025,CADEIRA - CADEIRA - INTEIRA,17,100.0,1700.0
42411b_2025,INTEIRA ARQUIBANCADA - ARQUIBANCADA - INTEIRA,778,20.0,15560.0
42411b_2025,MEIA ARQUIBANCADA - ARQUIBANCADA - MEΙΑ,960,10.0,9600.0
42411b_2025,MEIA ARQUIBANCADA - ARQUIBANCADA PROMOCIONAL - INTEIRA,931,5.0,4655.0
42412b_2025,CORTESIAS DIVERSOS - CORTESIAS - INTEIRA,161,1.0,161.0
42412b_2025,INTEIRA ARQUIBANCADA - ARQUIBANCADA - INTEIRA,0,40.0,0.0
42412b_2025,INTEIRA ARQUIBANCADA - VISITANTE - INTEIRA,45,40.0,1800.0
42412b_2025,MEIA ARQUIBANCADA - ARQUIBANCADA - MEΙΑ,27,20.0,540.0
42412b_2025,MEIA ARQUIBANCADA - VISITANTΕ - ΜΕΙΑ,79,20.0,1580.0
42413b_2025,ARQUIBANCADA ARQUIBANCADA - ANTECIPADAS - MEIA,50,20.0,1000.0
42413b_2025,ARQUIBANCADA ARQUIBANCADA - CORTESIA - INTEIRA,50,5.0,250.0
42413b_2025,ARQUIBANCADA ARQUIBANCADA - INTEIRAS - INTEIRA,1999,50.0,99950.0
42413b_2025,ARQUIBANCADA ARQUIBANCADA - MEIA ENTRADA - MEIΑ,132,25.0,3300.0
42414b_2025,ARQUIBANCADA ARQUIBANCADA - MEIΑ,500,10.0,5000.0
42414b_2025,ARQUIBANCADA ARQUIBANCADA - INTEIRA,2500,20.0,50000.0
42414b_2025,ARQUIBANCADA ARQUIBANCADA - PROMOCIONAL - MEIΑ,1998,5.0,9990.0
42416b_2025,ARQUIBANCADA - INTEIRA,212,30.0,6360.0
42416b_2025,ARQUIBANCADA - MEIA,46,25.0,1150.0
42416b_2025,CADEIRA - CADEIRA INTEIRA - INTEIRA,9,50.0,450.0
42416b_2025,- GRATUIDADE - INTEIRA,146,0.0,0.0
42417b_2025,ARQUIBANCADA COBERTA - INTEIRA,17,100.0,1700.0
42417b_2025,ARQUIBANCADA COBERTA - MΕΙΑ,778,50.0,38900.0
42417b_2025,ARQUIBANCADA DESCOBERTA - INTEIRA,9,60.0,540.0
42417b_2025,ARQUIBANCADA - DESCOBERTA ΜΕΙΑ - ΜΕΙΑ,1383,30.0,41490.0
42417b_2025,ARQUIBANCADA INGRESSOS IDOSO LEI MUNICIPAL - MEIA,590,10.0,5900.0
42417b_2025,ARQUIBANCADA SÓCIO TORCEDOR - INTEIRA,5064,20.0,101280.0
42417b_2025,ARQUIBANCADA VISITANTE - MEIΑ,27,30.0,810.0
42418b_2025,Arquibancada Antecipada,0,0.0,0.0
42418b_2025,Arquibancada Inteira,8,80.0,640.0
42418b_2025,Arquibancada 1/2 entrada,2591,40.0,103640.0
42418b_2025,Promocional,0,0.0,0.0
42419b_2025,ARQUIBANCADA ARQUIBANCADA - INTEIRA,204,150.0,30600.0
42419b_2025,ARQUIBANCADA ARQUIBANCADA - MEIΑ,304,75.0,22800.0
42419b_2025,ARQUIBANCADA ARQUIBANCADA - MENORES - INTEIRA,158,0.0,0.0
42419b_2025,ARQUIBANCADA ARQUIBANCADA - PROMOÇÃO ARQUIBANCADA - INTEIRA,128,100.0,12800.0
42419b_2025,ARQUIBANCADA ARQUIBANCADA - SOCIO E CREDENCIAIS - INTEIRA,317,20.0,6340.0
42419b_2025,GRATUIDADE - INTEIRA,191,0.0,0.0
4241b_2025,ALTA ARQUIBANCADA - . - INTEIRA,7,120.0,840.0
4241b_2025,ALTA ARQUIBANCADA - ESTUDANTE/IDOSO - ΜΕΙΑ,1853,30.0,55590.0
4241b_2025,ALTA ARQUIBANCADA SÓCIO INTEIRA,1246,20.0,24920.0
4241b_2025,BAIXA ARQUIBANCADA ESTUDANTE/IDOSO - MΕΙΑ,10,5.0,50.0
4241b_2025,BAIXA ARQUIBANCADA ESTUDANTE/IDOSO - MΕΙΑ,150,60.0,9000.0
4241b_2025,BAIXA ARQUIBANCADA SÓCIO - INTEIRA,110,5.0,550.0
4241b_2025,GRATUIDADE - INTEIRA,1765,0.0,0.0
42420b_2025,ARQUIBANCADA OESTE COBERTA - OESTE COBERTA - Inteira,134,120.0,16080.0
42420b_2025,ARQUIBANCADA OESTE COBERTA - OESTE COBERTA - Meia,43,60.0,2580.0
42420b_2025,ARQUIBANCADA OESTE COBERTA - OESTE COBERTA - Promoção - Inteira,51,120.0,6120.0
42420b_2025,ARQUIBANCADA OESTE COBERTA - OESTE COBERTA - Carnê de Relacionamento,194,20.0,3880.0
42420b_2025,ARQUIBANCADA OESTE COBERTA - OESTE COBERTA - Sócio,143,20.0,2860.0
42420b_2025,ARQUIBANCADA OESTE DESCOBERTA - ARQUIBANCADA OESTE DESCOBERTA - Inteira,86,100.0,8600.0
42420b_2025,ARQUIBANCADA OESTE DESCOBERTA - ARQUIBANCADA OESTE DESCOBERTA - Meia,138,50.0,6900.0
42420b_2025,ARQUIBANCADA OESTE DESCOBERTA - ARQUIBANCADA OESTE DESCOBERTA - Promoção - Inteira,51,100.0,5100.0
42420b_2025,ARQUIBANCADA OESTE DESCOBERTA - ARQUIBANCADA OESTE DESCOBERTA - Carnê de Relacionamento,193,20.0,3860.0
42420b_2025,ARQUIBANCADA OESTE DESCOBERTA - ARQUIBANCADA OESTE DESCOBERTA - Sócio,515,20.0,10300.0
42420b_2025,CAMAROTE - CAMAROTE - Carnê de Relacionamento,108,20.0,2160.0
42420b_2025,ESPLANADA LESTE - ESPLANADA LESTE - Visitante - Inteira,62,100.0,6200.0
42420b_2025,ESPLANADA LESTE - ESPLANADA LESTE - Carnê de Relacionamento,80,20.0,1600.0
42420b_2025,ESPLANADA LESTE - ESPLANADA LESTE - Visitante - Meia,46,50.0,2300.0
42420b_2025,ESPLANADA OESTE* - ESPLANADA OESTE* - Inteira,8,100.0,800.0
42420b_2025,ESPLANADA OESTE* - ESPLANADA OESTE* - Meia,14,50.0,700.0
42420b_2025,ESPLANADA OESTE* - ESPLANADA OESTE* - Promoção - Inteira,70,100.0,7000.0
42420b_2025,ESPLANADA OESTE* - ESPLANADA OESTE* - Carnê de Relacionamento,100,20.0,2000.0
42421b_2025,CADEIRAS ARQUIBANCADA INTEIRA - INTEIRA,2455,120.0,294600.0
42421b_2025,GERAL CADEIRAS ARQUIBANCADA - MEIA - ΜΕΙΑ,2065,60.0,123900.0
42421b_2025,TRIBUNA DE HONRA TRIBUNA CORTESIA - PACOTE,480,0.0,0.0
42422b_2025,ARQUIBANCADA ASSENTO - ARQUIBANCADA - INTEIRA,50,0.0,0.0
42422b_2025,ARQUIBANCADA ASSENTO - ARQUIBANCADA - ΜΕΙΑ,553,20.0,1940.0
42423b_2025,SETOR 1 CADEIRA - INTEIRA,59,80.0,4720.0
42423b_2025,SETOR 1 CADEIRA - ΜΕΙΑ,320,40.0,12800.0
42423b_2025,SETOR 5/6 CADEIRA - INTEIRA,10,80.0,800.0
42423b_2025,SETOR 5/6 CADEIRA - ΜΕΙΑ,27,40.0,1080.0
42423b_2025,GRATUIDADE - INTEIRA,257,,0.0
42424b_2025,ARQUIBANCADA CONVIDADOS - ΜΕΙΑ,199,30.0,5970.0
42424b_2025,ARQUIBANCADA - ARQUIBANCADA MEIA - MΕΙΑ,85,30.0,2550.0
42424b_2025,ARQUIBANCADA INTEIRA - INTEIRA,44,60.0,2640.0
42424b_2025,CADEIRA CADEIRA INTEIRA - INTEIRA,2,100.0,200.0
42424b_2025,CADEIRA CADEIRA MΕΙΑ - ΜΕΙΑ,6,50.0,300.0
42425b_2025,ARQUIBANCADA SOMBRA ARQUIBANCADA - ARQUIBANCADA SOMBRA - MEΙΑ - ΜΕΙΑ,1113,20.0,22260.0
42425b_2025,ARQUIBANCADA SOMBRA ARQUIBANCADA - ARQUIBANCADA SOMBRA INTEIRA - INTEIRA,646,40.0,25840.0
42425b_2025,ARQUIBANCADA SOMBRA ARQUIBANCADA SÓCIO TORCEDOR - MEIA,1000,10.0,10000.0
42425b_2025,CADEIRA ESTUDANTE CADEIRA - ESTUDANTE - ΜΕΙΑ,46,40.0,1840.0
42425b_2025,CADEIRA INTEIRA CADEIRA - CADEIRA INTEIRA - INTEIRA,31,80.0,2480.0
42425b_2025,GRATUIDADE - INTEIRA,250,0.0,0.0
42427b_2025,Arquibancada - Inteira,2194,40.0,87760.0
42427b_2025,Arquibancada - Meia,529,20.0,10580.0
42427b_2025,Visitante - Meia,24,20.0,480.0
42428b_2025,CADEIRAS ARQUIBANCADA - INTEIRA SITE - INTEIRA,414,50.0,20700.0
42428b_2025,CADEIRAS ARQUIBANCADA - INGRESSO MEIA - MEIA,89,110.0,9790.0
42428b_2025,INTEIRA SITE - INTEIRA,40,100.0,4000.0
42428b_2025,GERAL CADEIRAS ARQUIBANCADA - CORTESIA - PACOTE,400,0.0,4.61
42428b_2025,GERAL CADEIRAS ARQUIBANCADA - MEIA SITE - MEIA,866,55.0,47630.0
42428b_2025,TRIBUNA DE HONRA TRIBUNA - TRIBUNA - PACOTE,300,0.0,3.23
42429b_2025,COBERTA ARQUIBANCADA ARQ COBERTA INTEIRA - INTEIRA,4,204.0,816.0
42429b_2025,COBERTA ARQUIBANCADA ARQ COBERTA ΜΕΙΑ - ΜΕΙΑ,280,102.0,28560.0
42429b_2025,"COBERTA ARQUIBANCADA
SOCIOS - INTEIRA",721,20.0,14420.0
42429b_2025,DESCOBERTA ARQUIBANCADA ARQ DESCOBERTA INTEIRA - INTEIRA,17,102.0,1734.0
42429b_2025,DESCOBERTA ARQUIBANCADA ARQ DESCOBERTA MEIA - ΜΕΙΑ,573,52.0,29796.0
4242b_2025,ARQUIBANCADA ASSENTO - INTEIRA,1018,30.0,30540.0
42430b_2025,ARQUIBANCADA COBERTA - SETOR 1 - Inteira,648,30.0,19440.0
42430b_2025,ARQUIBANCADA COBERTA - SETOR 1 - Meia,589,15.0,8835.0
42430b_2025,ARQUIBANCADA COBERTA - SETOR 1 - Carnê de Relacionamento,515,10.0,5150.0
42430b_2025,ARQUIBANCADA COBERTA - SETOR 1 - Lei n. 6225 - Votuporanga,92,0.0,0.0
42430b_2025,SETOR 2 - Inteira,461,15.0,6915.0
42430b_2025,SETOR 2 - Meia,95,7.5,712.5
42430b_2025,SETOR 2 - Carnê de Relacionamento,66,10.0,660.0
42430b_2025,SETOR 2 - Lei n. 6225 - Votuporanga,36,0.0,0.0
42430b_2025,SETOR 3 - VISITANTE - Meia,1,7.5,7.5
42430b_2025,SETOR 3 - VISITANTE - Carnê de Relacionamento,4,10.0,40.0
42431b_2025,ARQUIBANCADA - Inteira,60,50.0,3000.0
42431b_2025,ARQUIBANCADA - Meia,183,25.0,4575.0
42431b_2025,ARQUIBANCADA - Sócio,427,20.0,8540.0
42431b_2025,ARQUIBANCADA - Lei 6145/18 - Limeira,81,0.0,0.0
42431b_2025,CATIVA - Inteira,9,100.0,900.0
42431b_2025,CATIVA - Meia,16,50.0,800.0
42431b_2025,CATIVA - Sócio,318,20.0,6360.0
42431b_2025,CATIVA - Lei 6145/18 - Limeira,115,0.0,0.0
42431b_2025,ESPECIAL - Inteira,15,50.0,750.0
42431b_2025,ESPECIAL - Meia,14,25.0,350.0
42431b_2025,ESPECIAL - Sócio,55,20.0,1100.0
42431b_2025,ESPECIAL - Lei 6145/18 - Limeira,20,0.0,0.0
42431b_2025,VISITANTE - Inteira,38,50.0,1900.0
42431b_2025,VISITANTE - Meia,30,25.0,750.0
42431b_2025,VISITANTE - Lei 6145/18 - Limeira,28,0.0,0.0
42432b_2025,ARQUIBANCADA - AÇÃO PROMOCIONAL - PACOTE,1052,10.0,10520.0
42432b_2025,ARQUIBANCADA CORTESIA - PACOTE,410,0.0,0.0
42432b_2025,ARQUIBANCADA C/D - INTEIRA ARQUIBANCADA - ARQUIBANCADA INTEIRA - INTEIRA,65,40.0,2600.0
42432b_2025,ARQUIBANCADA C/D - MEIA ARQUIBANCADA ARQUIBANCADA MEIA - ΜΕΙΑ,277,20.0,5540.0
42433b_2025,Arquibancada Antecipada,4000,50.0,200000.0
42433b_2025,Arquibancada Inteira,733,80.0,58640.0
42433b_2025,Arquibancada 1/2 entrada,262,30.0,7860.0
42433b_2025,Promocional,500,50.0,25000.0
42434b_2025,INGRESSO INTEIRO CADEIRA - INGRESSO INTEIRO - INTEIRA,52,40.0,2080.0
42434b_2025,INGRESSO MEIA CADEIRA - INGRESSO MEΙΑ - ΜΕΙΑ,1777,20.0,35540.0
42436b_2025,ARQUIBANCADA,78,40.0,3120.0
42436b_2025,ARQUIBANCADA MEIA,226,20.0,4520.0
42436b_2025,INGRESSO PROMOCIONAL,200,20.0,4000.0
42437b_2025,LATERAL CADEIRA CADEIRA - INTEIRA,276,160.0,44160.0
42437b_2025,LATERAL CADEIRA CADEIRA INTEIRA PROMOCIONAL - INTEIRA,259,120.0,31080.0
42437b_2025,LATERAL CADEIRA CADEIRA MEIΑ - ΜΕΙΑ,187,80.0,14960.0
42437b_2025,LATERAL CADEIRA CADEIRA MEIA PROMOCIONAL - INTEIRA,205,60.0,12300.0
42437b_2025,LATERAL CADEIRA CAMAROTE VIP - INTEIRA,9,200.0,1800.0
42437b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA INTEIRA - INTEIRA,1143,80.0,91440.0
